,beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
569,Caldera IPA,10784,1075,6.1,American IPA,4.5,3.5,4,4,4.5,1237945444,HopDerek,"Thanks to Kegatron for hooking me up with a can.		Pours a clear amber color with 3 fingers of tall foamy off-white head. Great retention leaves lots of lacing stick. Smells of caramel, pine, grapefruit, and spicy hops. Tastes of toasted grains, caramel, citrus fruits, and bitter spicy and earthy hops in the finish. Medium in body with good carbonation. Crisp and balanced with a nice woodsy bitter finish. Easy to drink and enjoyable. A solid sessionable IPA that has me looking forward to trying more stuff from Caldera."
570,Caldera IPA,10784,1075,6.1,American IPA,4,4,3.5,4,3.5,1237515024,dyan,"12oz can I picked up at State Line this past weekend.		A: In my Duvel glass, this IPA sits a rather dark amber with an off-white head with good retention and gorgeous lacework.		S: On the nose, there's some heady and bitter pine with some grapefruit pungency. The balance leans towards the bittering hops on this one. Malt presence is light and is easily countered by some citrus and spicy aroma hops		T: Opens up with plenty of bitterness - pine, grapefruit and white pepper. Hop flavor is moderate with a little bit of citrus. Thin malt backbone with a hint of caramel sweetness. Finishes dry and bitter		M: Fairly light in body with good hop bitterness, soft carbonation and a dry, bitter finish. The finish could be improved if there was some resiny character from the hops.		D: This is fairly enjoyable, the bitterness just might be a bit high for my palate"
571,Caldera IPA,10784,1075,6.1,American IPA,3.5,4,4,4,3.5,1236737716,gabeerfan,"Got this on a swap from some BA friends. Cool, hippy art can. Pours a clear medium amber with a pillowy, almost nitro-looking head that stays put.	The first aroma is hops, as you would expect in a West Coast IPA. Lots of grapefruit and pine, a little bit of grass. Brown sugar and lightly toasted bread malts are present.	Flavors mimic the aroma pretty closely. Lots of grapefruit, pine and grass. The malts come through more than in the aroma. 	Medium bodied. Somewhat low carbonation, again resembling a nitro beer. A little sticky/oily.	Pretty drinkable. Nice flavors and body. Not too boozy, but not quite sessionable.	A quality entry in a crowded beer style. I was glad to try it, but there are just as many good ones available locally too."
572,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4.5,1236041922,pinotboy007,"A - Dark gold, almost amber ale with a nice, dense, bubbly head that descends slowly and leaves nice lacing. The head revives with a swirl.		S - Pine and grapefruit with a touch of wet leather.		T/M - Hops and leather with a touch of pine and grapefruit. Nicely supportive carbonation. The trick was to let it warm up a bit. As it warmed, it became more complex and rich. When it was cold it came across as a bit thinner so choose/make your preference.		D - The alcohol is in check. If you choose to drink it cold it's ideal as a warm weather ale. Otherwise, enjoy it with seafood (e.g., mussels). Yum."
573,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,5,5,1235943951,mtrentm,"Poured from a can to a pint glass.		A: Light rust orange copper color with a one-finger white yellowish hued head. Nice sticky lacing left behind on the edges of the glass.		S: Not a blast of hops on the nose as expected from a NW IPA but improves as it warms. Smelling of grapefruit, oranges & a smell ever so familiar to when I lived in Eugene (Ganja).		T: Amazing flavor! Starts out off-dry kind of sweet, then BAM the hops hit! Very nice bitterness with pine & citrus flavors & a little bit of that Ganja flavor from the nose. Finishes with some caramel & great bitterness.		M: Medium-full bodied, with a nice refreshing crispness.		D: Very drinkable IPA, always a go to favorite since I love the bitterness it provides!"
574,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1235619440,blackie,"a: nice off-white head over a light amber colored beer, good retention and light lacing		s: nice nose of tropical fruit juice hops, grassy, not as vivid as some but certainly pleasant with aromas of pineapple and passionfruit, pale base malt supports lightly sweet caramelized sugars		m: carbonation on the lighter side of medium, medium body, smooth		t: pale and caramel malts provide a base for a leafy tropical hop flavor, malts are a pretty weak, my only knock on this one...could use a touch more grainy caramel for balance and to increase flavor complexity, moderate to high grapefruit bitterness		d: no problem, a solid ipa		single from Grape & Gourmet, Virginia Beach, VA"
575,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,4,4.5,1235613864,jdoncbus,"Thanks to unclederby!		Poured into Sam Adams BL glass. Pours honey color, hazy, good amount of carbonation with a fluffy three finger head. As the head slowly decreases, clings heavily to the side of the glass; nice show.		A rather tame aroma consisting of grass, floral-pine, sourdough, with a touch of funk. Images of that candy I got every Halloween, bottlecaps, creep into my head. 		Piney, earthy hops attack the palate; more flower than citrus in this NW IPA. Just enough caramel and bready malt to provide a little balance with touches of butterscotch. The finish is a grassy, bitter greens that drys the mouth to Sahara like levels. A touch of alcohol too. 		The can tells the story with a handful of hops boiling a black pot, did I mention the can? A tasty brew that cures whatever ails 'ya; hophead elixir. I could drink a lot more of this and dig the 6.5%."
576,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,4.5,4,1235277432,Jimbo87,"A: In a pint glass. Clear amber, nice yellowish head.		S: Piney, citrusy hops. Malty, bready, herbal.		T: Like smell. Bitter. I like this.		MF: Like most beers for me, not remarkable; standard for the style.		D: Very drinkable. It's a little pricey and only sold by the can. But if it were cheaper/sold in 6 packs here I'd definitely pick up a sixer."
577,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4,4.5,1234656110,BeerSox,"12oz can into nonic.		Crystal clear honey amber hue with a thick two finger head that seems to last forever.		The malts are well hidden behind very aromatic piney hops. A little bit of honey is in the background. Though the hops are sharp, the seem slightly subdued.		Toasty grains set the base, which linger throughout. The hops provide a citrusy and bitter flavor, with a little bit of lingering sweet fruit. Full bodied.		This one seemed to disappear from my glass quickly. Very drinkable and well rounded. I like this one a little better than their Pale Ale, although both are good. Recommended."
578,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1234301545,bbothen,"Pours an orange/rust like color with a bubbly 2 finger deep head. Lots of sticky webbing left on glass as it's drank...drunk..drinken...drunken...		Somewhat subdued hoppy aroma, tropical orange & citric aromas, malts come through well, bisquit, toast. Nice.		Toasty, bready malts give way to the nice hoppiness, grapefruit, orange peel, lime zest, some caramel sweetness, somewhat herbal.		Medium bodied, moderate carbonation, creamy, juicy, yeah juicy. 		Another highly drinkable brew from Caldera. Wish I had access to this all the time. Would be frequently in my camping stock & disc golf bag."
579,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4.5,1234287685,Kegatron,"12 oz can into a pint glass. 		Pours a crystal clear caramel amber with a couple fingers of poofy off-white head. A thin and foamy layer of retention flares up very nicely, leaving a big creamy cascade of sticky lacing behind. The aroma is rich with a ton of tropical fruit character, along with floral notes, spice, and some bread. 		The taste is a moderatley bitter and spicy hop profile that is well balanced by citrus and toasted bready malts. I'm not getting a lot of sweetness out of the backbone but it's enough to even things out. Finishes with a dry lingering combo of bitterness and spice. The mouthfeel is medium bodied with an extremely mellow and creamy feel. Very easy feeling overall. 		I've been wanting to try some of Caldera's offerings and this didn't disappoint. Nicely balanced IPA flavors with a big drinkibility and I love the fact that this is in cans. Nice!"
580,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,4,4,4,1232941583,aforbes10,"Six pack of cans from the Davis, Ca Co-Op. Pours a nice reddish amber with a strong white head of fine bubbles. Head thins to a milky skin. Laces uniformly but in a bit of a watery manner. Smells strongly of grapefruits, oranges and pine needles. Hop oils on the nose smell great and work well with a nice sweet smelling malt undertone. Flavor is more grapefruit, and quite bitter. Hops are strong and tasty and nearing the amount of bitterness i generally consider to be too much, but without quite getting there. Mouthfeel is medium bodied and slightly syrupy. Drinks very well; another good beer in a can."
581,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,4,3,1232781682,Proteus93,"A: Bright yellowish amber with a nice stickiness to the head, though retention is a little flaky and quick to recede.		S: Woody and piney... a hint of spiciness. Almost like a dash of raw nutmeg has been added to the hoppy blend. Quite kind on the nose		T: A pungent IPA... woody, earthy, musty flavours. Some spiciness, and a little citrus rind. No real sweetness or ""malt balance"" on this one... pretty much straight up bitter.		M + D: Moderate carbonation, a rather heavy but creamier body. Flavour is good, but maybe a bit one-dimensional in some ways. If the price were better, I'd come back to this one again, but like the Pale Ale, it simply is not at this time."
582,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4,4.5,1232468167,timtim,"nice burnt orange with a white head that holds fairly well and leaves very pretty lace. nose and taste consist of piney, citrusy and maybe peachyish hops with a caramelly backbone. decent mouthfeel, a little thicker would be good for me, but there is no doubt this is a first class ipa. tons of competition keep the ratings down, but i could knock these back all night and be in sweet hophead bliss the whole time."
583,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,4,4,1231859008,hopdog,"12oz can. 		Poured a medium amber color with an averagd sized off white head. Aromas of pine, earthy, floral, and citrus. Tastes of pine, citrus, and some caramel. Nice grapefruit bitter finish. A vert nice IPA and from a can too!		Notes from: 09/14/07."
